Ref_number;States;Municipality ;Study_location;Coordinates ;Conservation_unit;Status_conservation_unit;Phytophysiognomy_type;Plant_species_original;Plant_species_adjusted;Plant_family;Plant_genus;Threat_status;Life_form;Vegetation_type;Plant_distribution;Biogeographical _domain;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Qualea grandiflora;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_28;BA;Barreiras;Campus of the Universidade Federal do Oeste da Bahia;11°37’S-12°25’S, 44°34’W-46°23’W;No;No;Cerrado;Qualea grandiflora Mart.;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Qualea grandiflora;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Qualea multiflora Mart.;Qualea multiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);NA;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Qualea multiflora Mart.;Qualea multiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);NA;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Qualea multiflora;Qualea multiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);NA;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;"17°01’05”S, 49°11’49”W; 17°00’42”S, 49°12’04”W";No;No;Cerrado, floresta estacional semidecidual;Qualea multiflora Mart.;Qualea multiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);NA;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Qualea multiflora;Qualea multiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);NA;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Qualea parviflora Mart.;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerrado, campo sujo;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Qualea parviflora Mart.;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_25;BA;Caetité;Serra Geral;14°04’S, 42°29’W;No;No;Transição cerrado-caatinga;Qualea parviflora Mart.;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_05;MG;Delfinópolis;Represa de Peixoto;20°15’S, 20°30’S, 46°45’W-47°00’W;No;No;Cerrado;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Cerrado;Qualea parviflora Mart.;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Qualea parviflora;Qualea parviflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;AM|BA|CE|GO|MA|MG|MS|MT|PA|PB|PE|PI|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Mata de galeria;Randia armata (Sw.) DC.;Randia armata (Sw.) DC.;Rubiaceae;Randia;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;AC|AL|AM|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RN|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Remijia ferruginea;Remijia ferruginea (A.St.-Hil.) DC.;Rubiaceae;Remijia;NA;Shrub;Carrasco|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;BA|ES|MG|MS|MT;Amazônia|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Rhamnidium elaeocarpum;Rhamnidium elaeocarpum Reissek;Rhamnaceae;Rhamnidium;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;AC|BA|DF|ES|GO|MA|MG|MS|MT|PE|SC|SP;Amazônia|Cerrado|Mata Atlântica;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Rollinia laurifolia;Rollinia laurifolia Schltdl.;Annonaceae;Rollinia;NA;NA;NA;NA;NA;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Roupala montana Aubl.;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_15;SP;Luiz Antônio;Ecological Station of Jataí;"21°36’19.44”S, 47°47’28.86”W; 21°36’14.10”S, 47°46’34.44”W; 21°36’2.81”S, 47°45’38.32”W; 21°35’33.27”S, 47°45’40.86”W; 21°37’48.48”S, 47°42’33.15”W";Yes;Estadual;Cerradão, cerrado;Roupala montana Aubl.;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Roupala montana Aubl.;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerradão;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_08;GO;Pirenópolis, Cocalzinho, Corumbá;Parque Estadual da Serra dos Pireneus;15°50'S, 48°57'W;Yes;Estadual;Cerrado, campo rupestre, campo sujo, floresta de galeria;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Roupala montana Aubl.;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado, cerrado rochoso;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_32;BA;Caetité;Brejinho das Ametistas;"14°15’46”S; 42°31’28”W";No;No;Campo rupestre;Roupala montana Aubl.;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Roupala montana;Roupala montana Aubl.;Proteaceae;Roupala;NA;Shrub|Tree;Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AM|AP|BA|CE|DF|GO|MG|MS|MT|PA|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Rourea induta Planch.;Rourea induta Planch.;Connaraceae;Rourea;NA;NA;NA;BA|CE|DF|GO|MA|MG|MT|PE|PI|SP;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Rourea induta;Rourea induta Planch.;Connaraceae;Rourea;NA;NA;NA;BA|CE|DF|GO|MA|MG|MT|PE|PI|SP;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_25;BA;Caetité;Serra Geral;14°04’S, 42°29’W;No;No;Cerrado;Ruellia bahiensis ;Ruellia bahiensis (Nees) Morong;Acanthaceae;Ruellia;NA;Subshrub;Floresta Estacional Decidual;AL|BA|CE|ES|PE|RN;Caatinga;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Campo sujo;Sabicea brasiliensis;Sabicea brasiliensis Wernham;Rubiaceae;Sabicea;NA;Subshrub;Cerrado (lato sensu);BA|DF|GO|MG|MT|SP|TO;Cerrado;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Mata ciliar;Salacia elliptica;Salacia elliptica (Mart.) G.Don;Celastraceae;Salacia;NA;Shrub|Tree|Liana/volúvel/trepadeira;Área Antrópica|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;AC|AM|AP|BA|DF|ES|GO|MA|MG|MS|MT|PA|PE|PI|PR|RJ|RN|RO|RR|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Sapium biglandulosum;Sapium glandulosum (L.) Morong;Euphorbiaceae;Sapium;NA;Shrub|Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial);AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RN|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Schefflera macrocarpa (Seem) D.C. Frodin;Schefflera macrocarpa (Cham. & Schltdl.) Frodin;Araliaceae;Schefflera;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Schefflera macrocarpa (Cham. & Schltdl.) Frodin;Schefflera macrocarpa (Cham. & Schltdl.) Frodin;Araliaceae;Schefflera;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Schefflera macrocarpa;Schefflera macrocarpa (Cham. & Schltdl.) Frodin;Araliaceae;Schefflera;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_05;MG;Delfinópolis;Represa de Peixoto;20°15’S, 20°30’S, 46°45’W-47°00’W;No;No;Mata de galeria;Didymopanax morototoni;Schefflera morototoni (Aubl.) Maguire et al.;Araliaceae;Schefflera;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PR|RJ|RN|RO|RR|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
Ref_09;GO;Goiânia;Campus Samambaia da Universidade Federal de Goiás;NA;No;No;Mata mesófila semidecídua;Schefflera morototomi;Schefflera morototoni (Aubl.) Maguire et al.;Araliaceae;Schefflera;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PR|RJ|RN|RO|RR|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Schefflera vinosa;Schefflera vinosa (Cham. & Schltdl.) Frodin & Fiaschi;Araliaceae;Schefflera;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MS|PR|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Schinus terebinthifolius;Schinus terebinthifolia Raddi;Anacardiaceae;Schinus;NA;Shrub|Tree;Área Antrópica|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Manguezal|Restinga;AL|BA|CE|ES|MG|MS|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica|Pampa;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Schinus terebinthifolius;Schinus terebinthifolia Raddi;Anacardiaceae;Schinus;NA;Shrub|Tree;Área Antrópica|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Manguezal|Restinga;AL|BA|CE|ES|MG|MS|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica|Pampa;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Senegalia langsdorffii ;Senegalia langsdorffii (Benth.) Seigler & Ebinger;Fabaceae;Senegalia;NA;Shrub|Liana/volúvel/trepadeira;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;BA|CE|MG|MS|PI|RJ;Caatinga|Cerrado|Mata Atlântica;
Ref_20;BA;Caetité;APP da nascente do riacho Jatobá;14°05’36,8”S, 42°30’59”W;No;No;Transição cerrado-caatinga;Senegalia langsdorffii;Senegalia langsdorffii (Benth.) Seigler & Ebinger;Fabaceae;Senegalia;NA;Shrub|Liana/volúvel/trepadeira;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;BA|CE|MG|MS|PI|RJ;Caatinga|Cerrado|Mata Atlântica;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Cerrado;Senegalia langsdorffii;Senegalia langsdorffii (Benth.) Seigler & Ebinger;Fabaceae;Senegalia;NA;Shrub|Liana/volúvel/trepadeira;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;BA|CE|MG|MS|PI|RJ;Caatinga|Cerrado|Mata Atlântica;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Acacia martii;Senegalia martii (Benth.) Seigler & Ebinger;Fabaceae;Senegalia;NA;Shrub;Cerrado (lato sensu)|Floresta Estacional Semidecidual;GO|MG|RJ|SP;Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Senna velutina;Senna velutina (Vogel) H.S.Irwin & Barneby;Fabaceae;Senna;NA;Shrub;Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Serjania comata;Serjania comata Radlk.;Sapindaceae;Serjania;NA;Liana/volúvel/trepadeira;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial);BA|DF|GO|MG|MS|MT|PE|RJ|RO;Amazônia|Cerrado|Mata Atlântica|Pantanal;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Serjania erecta;Serjania erecta Radlk.;Sapindaceae;Serjania;NA;Shrub|Liana/volúvel/trepadeira;Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial);AC|BA|CE|DF|GO|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Serjania lethalis A. St.-Hil.;Serjania lethalis A.St.-Hil.;Sapindaceae;Serjania;NA;Liana/volúvel/trepadeira;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
